,Program Name,Type of Program,Program City,Postal Code,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date,Program_Address,latitude,longitude
21936,ALTADORE DAYCARE PRESCHOOL (1981) LTD.,DAY CARE PROGRAM,CALGARY,T3P0H8,53,2017/08/17,FOLLOW UP TO ENFORCEMENT ACTION,,,,1820 40 AVENUE SW,51.01824,-114.10392
21937,KIDSLAND PRE-SCHOOL LTD. #6,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K2P2,30,2018/04/20,INSPECTION,"10(3) - Medication - medication, except emergency, stored in locked container",ORDER TO REMEDY,2018/04/24,28 MACEWAN DRIVE NW,51.13481,-114.10903
21938,GROW AND LEARN CHILDCARE AND PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3M0S8,32,2018/04/09,FOLLOW UP TO ENFORCEMENT ACTION,,,,11 CRANARCH ROAD SE,50.87822,-113.97655
21939,METIS CALGARY FAMILY SERVICES SOCIETY LITTLE SUNDANCE CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2X2P1,80,2018/10/01,FOLLOW UP TO ENFORCEMENT ACTION,,,,352 SUNVALE DRIVE SE,50.89981,-114.04803
21940,THE HEARTLAND AGENCY- EVENSTART,DAY CARE PROGRAM,CALGARY,T3E7K9,36,2015/06/05,REGULAR INSPECTION,29(2)(a) - Primary Staff Members - child development assistant hired as primary staff member has six months to obtain certifications child development,ORDER TO REMEDY,2015/06/11,2452 BATTLEFORD AVENUE SW,51.06224,-114.12346
21941,CANCARE CHILDREN'S CENTRE I,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3L1Z6,80,2015/08/13,FOLLOW UP TO ENFORCEMENT ACTION,,,,111 8579 SCURFIELD DRIVE NW,51.12068,-114.21124
21942,TINKERBOX CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,CALGARY,T2T0E4,34,2016/04/11,INSPECTION,20(a)(i) - Indoor Furnishings and Equipment - safe and in good repair,ORDER TO REMEDY,2016/04/15,1624 17 AVENUE SW,51.03796,-114.09901
21943,MOMMY'S KIDS CHILDCARE CENTRE LTD.,DAY CARE PROGRAM,CALGARY,T2W4J3,34,2019/09/18,COMPLAINT INVESTIGATION,2(1) - Day Care Program - program in keeping with needs of children,ORDER TO REMEDY,2019/09/23,523 WOODPARK BOULEVARD SW,50.94085,-114.1092
21944,HONEY BEAR OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2A6V3,24,2019/08/30,FOLLOW UP TO ENFORCEMENT ACTION,,,,146 6800 MEMORIAL DRIVE NE,51.05259,-113.9362
21945,KIDZINC SCHOOL AGE CARE - ROSSCARROCK,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3C0L9,60,2017/11/07,INSPECTION,,,,4411 10 AVENUE SW,51.04317,-114.15151
21946,SUNVALLEY KIDS ACADEMY LEARNING CENTRE LTD.,DAY CARE PROGRAM,CALGARY,T2S3C3,102,2015/08/20,INITIAL LICENCE INSPECTION,,,,2210 2 STREET SW,51.03239,-114.06872
21947,PRE-KINDERGARTEN AND OUT OF SCHOOL CARE @ ST. WILLIAM SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J0T1,30,2014/06/09,RENEWAL LICENCE INSPECTION,,,,11020 FAIRMOUNT DRIVE SE,50.95332,-114.05977
21948,CHILDREN'S PLACE DAY CARE,DAY CARE PROGRAM,CALGARY,T2P3C6,80,2019/06/26,RENEWAL LICENCE INSPECTION,,,,115 2 AVENUE SW,51.05111,-114.06332
21949,GREAT BEGINNINGS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2J4S8,30,2014/10/24,INSPECTION,,,,649 QUEENSLAND DRIVE SE,50.93981,-114.02314
21950,DISCOVERY PRESCHOOL SOCIETY OF CALGARY,PRE-SCHOOL PROGRAM,CALGARY,T3E2B9,18,2018/03/21,INSPECTION,,,,2035 26 A STREET SW,51.02229,-114.12948
21951,KIDS U NEW BRIGHTON,DAY CARE PROGRAM,CALGARY,T2Z5E6,138,2019/12/10,COMPLAINT INVESTIGATION,,,,1035 NEW BRIGHTON DRIVE SE,50.92136,-113.93609
21952,CALGARY CHILD'S PLAY BEFORE & AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3C1W7,75,2016/05/11,INSPECTION,,,,1406 40 STREET SW,51.04101,-114.14531
21953,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J6G9,21,2018/12/11,INSPECTION,,,,116 DEERVIEW DRIVE SE,50.93153,-114.0228
21954,RENERT JUNIOR KINDERGARTEN,DAY CARE PROGRAM,CALGARY,T3R0K4,96,2020/02/21,INITIAL LICENCE INSPECTION,,,,14 ROYAL VISTA LINK NW,51.15164,-114.20394
21955,ROYAL DAYCARE CENTER,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G5J7,35,2020/03/05,INCIDENT REPORT,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2020/03/10,450 ROYAL OAK DRIVE NW,51.13878,-114.23192
21956,BRIGHT FUTURES PRESCHOOL & DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T3N0E4,27,2016/09/27,CONSULTATION,,,,55 SKYVIEW RANCH ROAD NE,51.16452,-113.96225
21957,MONTREUX CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H0Z1,15,2019/02/11,CONSULTATION,,,,3110 288 STREET MORITZ DRIVE SW,51.03376,-114.21294
21958,CUPS-ONE WORLD CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,CALGARY,T2R0E2,48,2016/02/01,FOLLOW UP TO ENFORCEMENT ACTION,,,,622 11 AVENUE SW,51.04284,-114.07539
21959,ROSEMONT COMMUNITY CHILDCARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2K1N6,43,2019/12/20,INSPECTION,,,,19 ROSEVALE DRIVE NW,51.07788,-114.09194
21960,KIDS FIRST CREATIVE CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2W5B2,56,2015/06/18,REGULAR INSPECTION,,,,3620 CEDARILLE DRIVE SW,50.9525,-114.13457
21961,A2Z KIDZ ED.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2H0Y2,15,2016/07/06,CONSULTATION,,,,8003 FAIRMOUNT DRIVE SE,50.98375,-114.06068
21962,KALEIDOSCOPE KIDS PRESCHOOL TUSCANY MARKET,PRE-SCHOOL PROGRAM,CALGARY,T3L2V7,48,2018/06/19,CRITICAL INCIDENT REPORT,22(1)(b) - Minimum staffing and general supervision - children at all times supervised,VERBAL WARNING,,1062 11300 TUSCANY BOULEVARD NW,51.12358,-114.24784
21963,CHILDREN'S CHOICE COMMUNITY CHILD CARE SERVICES,DAY CARE PROGRAM,CALGARY,T2B2L9,74,2017/05/16,INSPECTION,,,,52 DOVERCREST WAY SE,51.01716,-113.99215
21964,KIDS & COMPANY - MID-LAKE,DAY CARE PROGRAM,CALGARY,T2X3E9,116,2015/10/23,INSPECTION,25(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2015/11/23,15425 BANNISTER ROAD SE,50.91462,-114.06601
21965,CHAPTER 1 DAYCARE,DAY CARE PROGRAM,CALGARY,T2P4M4,36,2016/06/01,COMPLAINT INVESTIGATION,2(1) - Day Care Program - program in keeping with needs of children,ORDER TO REMEDY,2016/06/08,197 1 STREET SW,51.05128,-114.0653
21966,PARAMOUNT KIDS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2S0C2,30,2020/02/21,COMPLAINT INVESTIGATION,,,,235 18 AVENUE SW,51.03701,-114.0682
21967,CHILDREN'S CHOICE COMMUNITY CHILD CARE SERVICES,FAMILY DAY HOME,CALGARY,T2B2L9,360,2019/11/25,Agency Review,,,,52 DOVERCREST WAY SE,51.01716,-113.99215
21968,GLOBAL KIDS ACADEMY,DAY CARE PROGRAM,CALGARY,T2H0L9,70,2015/07/28,INITIAL LICENCE INSPECTION,,,,7400 MACLEOD TRAIL SE,50.98703,-114.07108
21969,TEMPLE CHILD'S WAY,DAY CARE PROGRAM,CALGARY,T1Y5N9,74,2016/05/17,FOLLOW UP TO ENFORCEMENT ACTION,,,,6823 43 AVENUE NE,51.09155,-113.93581
21970,BRIGHTPATH BERMUDA,DAY CARE PROGRAM,CALGARY,T3K1G5,88,2015/10/05,FOLLOW UP TO ENFORCEMENT ACTION,,,,3 BERMUDA ROAD NW,51.12897,-114.08015
21971,WOODBINE DAY CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2W3V9,34,2016/01/29,FOLLOW UP TO ENFORCEMENT ACTION,,,,308 WOODFIELD ROAD SW,50.93619,-114.12469
21972,2000 DAYS PRE-KINDERGARTEN,DAY CARE PROGRAM,CALGARY,T2H0E2,79,2019/12/18,INCIDENT REPORT,6(a) - Accident or illness - child's parent is notified of incident,ORDER TO REMEDY,2020/01/07,5728 1 STREET SW,51.0024,-114.06635
21973,KIDS R FUN OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2P3M7,36,2017/11/21,COMPLAINT INVESTIGATION,25(1)(a) - Minimum staffing and general supervision - seven or more children present two staff on duty,ORDER TO REMEDY,2017/11/28,1000 8 AVENUE SW,51.04628,-114.08409
21974,ESG CHILD LEARNING CENTER,DAY CARE PROGRAM,CALGARY,T2E8E8,68,2014/11/20,COMPLAINT INVESTIGATION,14 - Menus - provided by licence holder available to parents,ORDER TO REMEDY,2014/11/21,2100 19 STREET NE,51.0706,-114.01323
21975,NEW BRIGHTON CHILD CARE,DAY CARE PROGRAM,CALGARY,T2Z0V7,56,2018/01/12,FOLLOW UP TO ENFORCEMENT ACTION,,,,6 NEW BRIGHTON HEATH SE,50.92542,-113.95372
21976,LITTLE LEARNERS PRESCHOOL INC.,PRE-SCHOOL PROGRAM,CALGARY,T2Z4C9,50,2017/02/13,INSPECTION,,,,10820 24TH STREET SE,50.95555,-114.00034
21977,CALGARY IMMIGRANT WOMEN'S ASSOCIATION LINC CHILDMINDING PROGRAM,INNOVATIVE CHILD CARE PROGRAM,CALGARY,T2G4Z6,42,2018/05/24,RENEWAL LICENCE INSPECTION,,,,138-4 AVENUE SE,51.04941,-114.06068
21978,SUNVALLEY KIDS ACADEMY & MONTESSORI DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T2S3C3,127,2018/04/10,INSPECTION,29(2)(a) - Primary Staff Members - child development assistant hired as primary staff member has six months to obtain certifications child development,ORDER TO REMEDY,2018/05/15,2210 2 STREET SW,51.03239,-114.06872
21979,HUNTINGTON HILLS COMMUNITY ASSOCIATION CHILD CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2K0S2,84,2016/11/08,COMPLAINT INVESTIGATION,,,,520 78 AVENUE NW,51.12269,-114.07359
21980,BRIDGELAND DAY CARE AND AFTER SCHOOL PROGRAM,DAY CARE PROGRAM,CALGARY,T2E2W6,45,2014/08/15,INSPECTION,,,,736 MCDOUGALL COURT NE,51.04995,-114.04632
21981,TOT SPOT LIMITED,PRE-SCHOOL PROGRAM,CALGARY,T2J5C4,46,2015/05/26,INSPECTION,,,,1507 ACADIA DRIVE SE,50.93085,-114.04857
21982,KIDS & COMPANY - SMART TECH,FACILITY-BASED PROGRAM,CALGARY,T2L1Y1,76,2019/11/20,FOLLOW UP TO ENFORCEMENT ACTION,,,,3636 RESEARCH ROAD NW,51.08639,-114.13826
21983,THE BLOSSOMS DAYCARE PROGRAM,DAY CARE PROGRAM,CALGARY,T2A6J9,20,2018/11/26,VARIANCE REQUEST,,,,112 28 STREET SE,51.0518,-113.99314
21984,WOODBINE DAY CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2W3V9,17,2016/06/23,FOLLOW UP TO ENFORCEMENT ACTION,,,,308 WOODFIELD ROAD SW,50.93619,-114.12469
21985,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3G5J7,24,2020/03/10,INSPECTION,,,,450 ROYAL OAK DRIVE NW,51.13878,-114.23192
21986,CUPS-ONE WORLD CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,CALGARY,T2R0E2,48,2019/04/16,INCIDENT REPORT,4(1)(a) - Off-site activity and emergency evacuation - parent advised of the activity,ORDER TO REMEDY,2019/04/30,622 11 AVENUE SW,51.04284,-114.07539
21987,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,DAY CARE PROGRAM,CALGARY,T3K4L2,34,2019/08/26,CONSULTATION,,,,66 SANDARAC DRIVE NW,51.13363,-114.09943
21988,THE CALGARY JEWISH ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T2V1P7,100,2020/01/10,INSPECTION,,,,6700 KOOTENAY STREET SW,50.99375,-114.09311
21989,CHILDREN'S CREATIVE LEARNING CENTRE,DAY CARE PROGRAM,CALGARY,T2P3N8,80,2015/02/13,INSPECTION,,,,300 PLUS 15 910 7 AVENUE SW,51.04717,-114.08221
21990,CAPTAIN JOHN PALLISER PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L0G6,60,2017/09/25,CONSULTATION,,,,1484 NORTHMOUNT DRIVE NW,51.09616,-114.13634
21991,MINI MIRACLES DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T1Y5R7,56,2016/02/25,INSPECTION,,,,4 TEMPLEVALE GATE NE,51.09097,-113.9397
21992,KIDSLAND PRE-SCHOOL LTD. #5,DAY CARE PROGRAM,CALGARY,T2W6C8,52,2020/01/14,INSPECTION,,,,665 WOODBINE BOULEVARD SW,50.94312,-114.13465
21993,CLEVER DAYCARE LTD.,DAY CARE PROGRAM,CALGARY,T3E3C9,33,2014/05/08,CONSULTATION,,,,4604 37 STREET SW,51.01401,-114.1409
21994,DALHOUSIE OUT OF SCHOOL CARE WEST DALHOUSIE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3A2C8,45,2014/08/13,INITIAL LICENCE INSPECTION,,,,6502 58 STREET NW,51.11177,-114.16961
21995,WOODBINE DAY CARE CENTRE,DAY CARE PROGRAM,CALGARY,T2W3V9,34,2015/07/28,FOLLOW UP TO ENFORCEMENT ACTION,,,,308 WOODFIELD ROAD SW,50.93619,-114.12469
21996,MMEC CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3E7K9,30,2015/03/16,INSPECTION,,,,2452 BATTLEFORD AVENUE SW BLDG B4,51.06224,-114.12346
21997,METIS CALGARY FAMILY SERVICES SOCIETY LITTLE SUNDANCE CHILDCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2X2P1,56,2019/06/24,CRITICAL INCIDENT REPORT,3(1)(b) - Child Discipline - reasonable in the circumstances,ORDER TO REMEDY,,352 SUNVALE DRIVE SE,50.89981,-114.04803
21998,ST. JOHN BOSCO PRIVATE SCHOOL PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2A2E1,12,2016/06/09,RENEWAL LICENCE INSPECTION,19(a) - Portable Record - for child as per section 17,ORDER TO REMEDY,2016/06/14,712 FORTALICE CRESCENT SE,51.04667,-113.95973
21999,MAPLE ROOTS OOSC HAYSBORO,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2V0W2,45,2016/09/28,INSPECTION,,,,1123 87 AVENUE SW,50.97567,-114.08884
22000,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD.#3,DAY CARE PROGRAM,CALGARY,T2Z3V8,100,2019/08/15,FOLLOW UP TO ENFORCEMENT ACTION,,,,4307 130 AVENUE SE,50.93156,-113.97155
22001,RANCHLANDS CHILDREN COME FIRST ASSOCIATION,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3G2B3,77,2016/05/31,INSPECTION,,,,7713 RANCHVIEW DRIVE NW,51.11995,-114.18001
22002,BRIGHT ADVENTURES DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K5P4,16,2018/09/10,COMPLAINT INVESTIGATION,,,,30 COUNTRY HILLS LANDING NW,51.14207,-114.0721
22003,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. #1,FACILITY-BASED PROGRAM,CALGARY,T2M2Z8,104,2020/03/30,CONSULTATION,,,,2411 4 STREET NW,51.07361,-114.07174
22004,KALEIDOSCOPE KIDS PRESCHOOL - NOLAN,FACILITY-BASED PROGRAM,CALGARY,T3R0P4,48,2020/06/24,INSPECTION,,,,8 NOLAN HILL BOULEVARD NW,51.17214,-114.1576
22005,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,DAY CARE PROGRAM,CALGARY,T2M2Z8,64,2018/09/25,COMPLAINT INVESTIGATION,18(1) - Net Floor Area - provide a minimum of 3 square metres per child,ORDER TO REMEDY,2018/09/27,2411 4 STREET NW,51.07361,-114.07174
22006,KIDS U NEW BRIGHTON,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2Z5E6,30,2020/03/27,CONSULTATION,,,,1035 NEW BRIGHTON DRIVE SE,50.92136,-113.93609
22007,BRIGHTPATH FALCONRIDGE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3J1A4,30,2019/09/17,INCIDENT REPORT,,,,80 FALSHIRE DRIVE NE,51.10545,-113.94666
22008,DOVER DAY CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2B2M9,25,2018/11/26,FOLLOW UP TO ENFORCEMENT ACTION,,,,3525 26 AVENUE SE,51.03039,-113.98403
22009,BRITANNIA MONTESSORI CHILDREN'S CENTRE,DAY CARE PROGRAM,CALGARY,T2V1V4,44,2015/06/01,INSPECTION,,,,3 WINDSOR CRESCENT SW,51.00771,-114.08178
22010,LITTLE KIDS ACTIVE LEARNERS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3K6E3,33,2019/11/26,INSPECTION,,,,11950 COUNTRY VILLAGE LINK NE,51.15946,-114.06757
22011,THE HEARTLAND AGENCY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H2Y3,48,2015/03/12,CONSULTATION,,,,BAY 2A 1919 SIROCCO DRIVE SW,51.03573,-114.16724
22012,JUST FOR YOU DAYCARE (KILLARNEY) LTD.,FACILITY-BASED PROGRAM,CALGARY,T3E8C6,80,2020/01/08,COMPLAINT INVESTIGATION,,,,3703 26 AVENUE SW,51.02994,-114.14021
22013,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD.#3,DAY CARE PROGRAM,CALGARY,T2Z3V8,100,2015/02/25,REGULAR INSPECTION,25(2)(a) - Core Requirements - new staff member must provide criminal record check within 8 weeks of commencement,ORDER TO REMEDY,2015/03/02,4307 130 AVENUE SE,50.93156,-113.97155
22014,LA SOCIETE POMMES DE REINETTE DAYCARE NE,DAY CARE PROGRAM,CALGARY,T3J3G4,19,2016/01/14,CONSULTATION,,,,199 MARTINDALE BOULEVARD NE,51.1142,-113.95768
22015,PRE-KINDERGARTEN AT THE GENESIS CENTRE,PRE-SCHOOL PROGRAM,CALGARY,T2E6J3,24,2020/02/07,INSPECTION,,,,7555 FALCONRIDGE BOULEVARD NE,51.1189,-113.94744
22016,CALGARY CHILD'S PLAY BEFORE & AFTER SCHOOL CARE @ ST. MARGARET SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2L0K7,30,2016/05/20,INSPECTION,20(1)(a) - Administration Records - particulars of daily attendance of each child,ORDER TO REMEDY,2016/05/25,3320 CAROL DRIVE NW,51.08196,-114.09807
22017,MI CASA MONTESSORI LTD.,FACILITY-BASED PROGRAM,CALGARY,T3E5S8,90,2021/03/17,INSPECTION,,,,5940 LAKEVIEW DRIVE SW,51.00108,-114.13335
22018,THE HEARTLAND AGENCY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H2Y3,48,2014/12/17,INSPECTION,,,,BAY 2A 1919 SIROCCO DRIVE SW,51.03573,-114.16724
22019,CORNERSTONE CHILD DAYCARE INC.,DAY CARE PROGRAM,CALGARY,T1Y4R1,20,2017/12/13,INSPECTION,,,,5703 24 AVENUE NE,51.0742,-113.95236
22020,ROYAL KIDS PRESCHOOL & KINDERGARTEN,PRE-SCHOOL PROGRAM,CALGARY,T3G5J7,24,2018/09/21,FOLLOW UP TO ENFORCEMENT ACTION,,,,450 ROYAL OAK DRIVE NW,51.13878,-114.23192
22021,SUMMIT KIDS - HUNTINGTON,FACILITY-BASED PROGRAM,CALGARY,T2K0M5,51,2019/11/22,INSPECTION,,,,820 64 AVENUE NW,51.11151,-114.07687
22022,KIDS & COMPANY - MID-LAKE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2X3E9,20,2019/08/01,INSPECTION,,,,15425 BANNISTER ROAD SE,50.91462,-114.06601
22023,BELFAST STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E4V4,56,2017/01/26,INSPECTION,22(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,2017/02/07,1229 17A STREET NE,51.06309,-114.01779
22024,VARSITY PRE-SCHOOL AND OUT-OF-SCHOOL RECREATION PROGRAM,PRE-SCHOOL PROGRAM,CALGARY,T3A0Z7,26,2019/12/12,INSPECTION,,,,4303 VARSITY DRIVE NW,51.09231,-114.1497
22025,LITTLE SCHOLARS DAYCARE GREENVIEW,DAY CARE PROGRAM,CALGARY,T2E7J9,155,2020/06/18,INSPECTION,,,,625 42 AVENUE NE,51.09074,-114.05036
22026,STEM BEFORE AND AFTER CARE PROGRAM-SIMONS VALLEY SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K4B2,40,2019/06/21,INSPECTION,,,,375 SANDARAC DRIVE NW,51.13946,-114.10375
22027,JUVENESCENCE - CRANSTON,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3M1G8,60,2019/05/13,INCIDENT REPORT,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,VERBAL WARNING,2019/05/21,205 CRANSTON DRIVE SE,50.8867,-113.98782
22028,DALHOUSIE OUT OF SCHOOL AND PLAYSCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3A1V6,46,2015/02/11,INSPECTION,,,,5432 DALHART ROAD NW,51.11271,-114.15982
22029,WESTVIEW EDUCATION SOCIETY PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3G2A1,18,2019/11/19,INSPECTION,,,,1313 RANCHLANDS WAY NW,51.11971,-114.19598
22030,CCIS ST. BONIFACE OOSC,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2J2P8,50,2015/06/03,INSPECTION,,,,927 LAKE SYLVAN DRIVE SE,50.94332,-114.04216
22031,KIDS KINGDOM CENTRE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3E0R2,8,2020/08/14,INITIAL LICENCE INSPECTION,,,,4710 26 AVENUE SW,51.03064,-114.15329
22032,PAINTED WOMBAT FINE ARTS PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2H0Z4,24,2017/12/08,CONSULTATION,,,,8831 FAIRMOUNT DRIVE SE,50.9749,-114.05997
22033,BRIGHTPATH MILLRISE,DAY CARE PROGRAM,CALGARY,T2Y2P1,71,2015/07/06,CONSULTATION,,,,3 MILLSIDE DRIVE SW,50.91987,-114.0807
22034,MONTESSORI NURSERY #1,PRE-SCHOOL PROGRAM,CALGARY,T2M3V8,100,2017/11/28,INSPECTION,,,,2828 19 STREET NW,51.0775,-114.10612
22035,BRIGHTPATH HIGHLAND PARK,DAY CARE PROGRAM,CALGARY,T2K0X8,75,2016/11/03,FOLLOW UP TO ENFORCEMENT ACTION,,,,4311 1A STREET NW,51.09105,-114.06598
22036,CORAL SPRINGS CHILDCARE SOCIETY,OUT OF SCHOOL CARE PROGRAM,CALGARY,T1Y4G3,27,2014/11/26,REGULAR INSPECTION,,,,4427 58 STREET NE,51.09217,-113.94892
22037,FLEDGLINGS EDUCARE CENTRE,DAY CARE PROGRAM,CALGARY,T2W3P5,36,2019/01/22,INSPECTION,,,,1110 CANTERBURY DRIVE SW,50.93688,-114.08028
22038,KIDS U WALDEN,DAY CARE PROGRAM,CALGARY,T2X0V1,72,2015/08/06,INITIAL LICENCE INSPECTION,,,,250 WALDEN DRIVE SE,50.87395,-114.03691
22039,KINDERHAUS MONTESSORI PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T2Y5G7,34,2015/06/04,REGULAR INSPECTION,,,,150 MILLRISE BOULEVARD SW,50.91453,-114.07347
22040,MAYLAND HEIGHTS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E4Y6,14,2016/06/14,FOLLOW UP TO ENFORCEMENT ACTION,,,,1416  21 STREET NE,51.06442,-114.01031
22041,HAWKS KIDS OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2E6L2,45,2019/05/31,INSPECTION,,,,2003 MCKNIGHT BOULEVARD NE,51.09248,-114.00965
22042,BRITE STUDIOS,DAY CARE PROGRAM,CALGARY,T3H0N9,33,2017/10/16,INSPECTION,,,,#148 30 SPRINGBOROUGH BOULEVARD SW,51.03446,-114.19126
22043,HILLHURST SUNNYSIDE DAYCARE/OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CALGARY,T2N0S2,70,2016/06/16,INCIDENT REPORT,,,,1320 5 AVENUE NW,51.05719,-114.0925
22044,BRIGHT BEGINNINGS CHILDREN CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3K4L2,28,2014/11/14,INSPECTION,,,,66 SANDARAC DRIVE NW,51.13363,-114.09943
22045,KIDS U MCKNIGHT,DAY CARE PROGRAM,CALGARY,T2K5X4,209,2017/08/17,INCIDENT REPORT,,,,5220 4 STREET NE,51.09818,-114.05355
22046,MOMMY'S KIDS CHILDCARE CENTRE LTD.,DAY CARE PROGRAM,CALGARY,T2W4J3,34,2018/09/06,INSPECTION,11(a) - Health Care - written consent of parent,VERBAL WARNING,2018/09/10,289 523 WOODPARK BOULEVARD SW,50.94085,-114.1092
22047,MAPLE ROOTS OOSC WEST SPRINGS,FACILITY-BASED PROGRAM,CALGARY,T3H0P7,60,2019/11/01,INSPECTION,,,,8999 WENTWORTH AVENUE SW,51.05882,-114.21676
22048,BRIGHTPATH WHITEHORN,DAY CARE PROGRAM,CALGARY,T1Y5C4,65,2020/01/30,INCIDENT REPORT,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,3704 WHITEHORN DRIVE NE,51.08507,-113.98101
22049,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD.#3,DAY CARE PROGRAM,CALGARY,T2Z3V8,100,2015/08/05,FOLLOW UP TO ENFORCEMENT ACTION,23(1)(a) - Administration Records- particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,2015/08/10,4307 130 AVENUE SE,50.93156,-113.97155
22050,CALGARY WALDORF SCHOOL,OUT OF SCHOOL CARE PROGRAM,CALGARY,T3H5G9,15,2019/03/20,FOLLOW UP TO ENFORCEMENT ACTION,,,,515 COUGAR RIDGE DRIVE SW,51.07241,-114.21927
22051,ACTIVE START COUNTRY HILLS,DAY CARE PROGRAM,CALGARY,T3K5P4,294,2019/06/14,FOLLOW UP TO ENFORCEMENT ACTION,,,,60 COUNTRY HILLS LANDING NW,51.14207,-114.0721
22052,KIDZ CHOICE PRESCHOOL,PRE-SCHOOL PROGRAM,CALGARY,T3A6C5,24,2017/09/05,INITIAL LICENCE INSPECTION,,,,18 HIDDEN CREEK ROAD NW,51.1571,-114.10244
